Generals_Performance
General,number_of_battles,WAR,aWAR
Abdul Rahman Al Ghafiqi,1,-1.0413125374636900,-1.0413125374636900
Abdul Rahman Arif,1,-0.9884656051492030,-0.9884656051492030
Abdul Rahman Ghassemlou,1,-0.03223747927035230,-0.03223747927035230
Abdul Rahman Hassan Azzam,1,-1.029824094546890,-1.029824094546890
Abdul Rashid Dostum,1,0.9515662103580560,0.9515662103580560
Abdul-Rahman Mustaghni,1,-0.04833852734668310,-0.04833852734668310
Abdul-Rahman ibn Abi Bakr,2,1.9023418386112600,0.9511709193056300
Abdulla Kurd,1,-1.0470092860174700,-1.0470092860174700
Abdullah I of Jordan,1,-1.029824094546890,-1.029824094546890
Abdullah Mohamed Fadil,1,-1.023684265550040,-1.023684265550040
Abdullah al-Janabi,2,-0.09450912538262160,-0.047254562691310800
Abdullah bin Saud,2,-2.0933855999734000,-1.0466927999867000
Abdullahi Ahmed Irro,1,-1.023684265550040,-1.023684265550040
Abdullahi Yusuf Ahmed,1,-1.023684265550040,-1.023684265550040
Abdulrahman Aare,1,-1.023684265550040,-1.023684265550040
Abdulrahman Said Dhegaweyne,1,0.95172476985947,0.95172476985947
Abe Sadamasa,1,-1.0525477915558700,-1.0525477915558700
Abe no Hirafu,1,-0.9200750591481110,-0.9200750591481110
Abel Douay,1,-1.046338976072900,-1.046338976072900
Abel Streight,1,0.9510917977979390,0.9510917977979390
Abid Hamid Mahmud,2,-0.8749550324285840,-0.43747751621429200
Abijah of Judah,1,0.8249721145378220,0.8249721145378220
Abner C. Harding,1,0.9515412079616260,0.9515412079616260
Abolhassan Banisadr,2,-1.2580880815723100,-0.6290440407861540
Abradatas,2,0.9784150487263260,0.48920752436316300
Abraham Duquesne,1,0.9557376693700290,0.9557376693700290
Abraham Josias Sluysken,1,-1.0495728228666700,-1.0495728228666700
Abraham Lincoln,2,-0.11121389105849500,-0.055606945529247300
Abraham Whipple,1,-1.0444821220199400,-1.0444821220199400
Abraham van der Hulst,1,0.9636484569192300,0.9636484569192300
Abrar Hussain (general),1,0.9360454871042800,0.9360454871042800
Absalom B. Moore,1,-1.0491930396297500,-1.0491930396297500
Abu Abdallah Mohammed II Saadi,1,-1.0553623824274800,-1.0553623824274800
Abu Anas al-Shami,1,0.9527058765548440,0.9527058765548440
Abu Ayyub al-Ansari,1,0.9452368062287740,0.9452368062287740
Abu Ayyub al-Masri,3,0.8570577179474960,0.28568590598249900
Abu Bakr,2,1.9013539145722900,0.9506769572861430
Abu Bakr (Timurid),1,0.9072584825368950,0.9072584825368950
Abu Dujana,1,0.9474522084441340,0.9474522084441340
Abu Mansoor Al-Amriki,1,-1.0515983334635700,-1.0515983334635700
Abu Marwan Abd al-Malik I Saadi,1,0.9768854093053400,0.9768854093053400
Abu Musab al-Zarqawi,1,-1.047215001937470,-1.047215001937470
Abu Oweis,1,0.9490346385979620,0.9490346385979620
Abu Saeed (TNSM Commander),1,-1.0476422580790000,-1.0476422580790000
Abu Sahl Zawzani,1,-1.064257774694200,-1.064257774694200
Abu Sufyan ibn Harb,2,-0.7680322297069340,-0.3840161148534670
Abu Ubaidah ibn al-Jarrah,3,2.8596051140091300,0.9532017046697100
Abu Youssef Sharqieh,1,-1.04827523014053,-1.04827523014053
Abu Yusuf Yaqub al-Mansur,1,0.951566843330118,0.951566843330118
Abu Zakaria al-Jamal,1,-1.038938892232940,-1.038938892232940
Abu al-Muhajir Dinar,1,-1.0493829312482100,-1.0493829312482100
Abu al-Qasim (Kalbid),1,0.951566843330118,0.951566843330118
Abu al-Qasim (Kalbite) — Wikipédia,1,0.951566843330118,0.951566843330118
Abu'l-Hasan Asaf Khan,1,0.8737966039166010,0.8737966039166010
Abu-Bakr Yunis Jabr,1,-1.0474840150636200,-1.0474840150636200
Academic Legion (students' group),1,-0.04780050109438150,-0.04780050109438150
Achaemenes (satrap),2,-0.8585364923295480,-0.4292682461647740
Achillas,1,-1.021808727652790,-1.021808727652790
Adalbold II of Utrecht,1,-1.0520730625097200,-1.0520730625097200
"Adam Duncan, 1st Viscount Duncan",1,0.9481145468226180,0.9481145468226180
Adam Gordon of Auchindoun,1,0.9513133380194750,0.9513133380194750
Adam Heinrich von Steinau,1,-0.8889663157018490,-0.8889663157018490
"Adam Hepburn, 2nd Earl of Bothwell",1,-1.0373564620791100,-1.0373564620791100
Adam Ludwig Lewenhaupt,3,-0.23349635039061100,-0.07783211679687040
Adam Mohuczy,1,-1.0487924808923600,-1.0487924808923600
Adam Muir (British Army officer),1,-0.04849835279221980,-0.04849835279221980
Adam Stephen,1,-1.0530541692050900,-1.0530541692050900
Adam Veyde,1,-1.0438310964182100,-1.0438310964182100
Adam W. Snyder,1,-0.04852841896514250,-0.04852841896514250
Adeimantus (son of Leucolophides),1,-1.022543622994890,-1.022543622994890
Adeimantus of Corinth,1,-0.08741208089833730,-0.08741208089833730
Adhemar of Le Puy,3,2.7789092983247100,0.9263030994415710
Adherbal (admiral),1,0.9343066267367410,0.9343066267367410
Admiral,3,2.596692770245640,0.865564256748546
Adnan Khairallah,2,0.8876804444971690,0.4438402222485840
Adolf Hitler,3,-3.732906692486890,-1.244302230828960
Adolf Schiel,1,-1.048226334915930,-1.048226334915930
Adolf VIII of Berg,1,0.9756970205419810,0.9756970205419810
Adolf of Germany,1,-1.077289588441920,-1.077289588441920
Adolf of Nassau (1540–1568),1,0.9483027288353200,0.9483027288353200
Adolph Englemann,1,-1.0484337896419400,-1.0484337896419400
Adolphe Guillaumat,1,0.5907724517712320,0.5907724517712320
Adriaen Banckert,2,0.8900128632511340,0.44500643162556700
Adrian von Bubenberg,1,0.9594786776132290,0.9594786776132290
Adrianus Antonius van Nijnatten,1,-1.049066445217440,-1.049066445217440
Adrien Maurice de Noailles,1,-1.0397141068710900,-1.0397141068710900
Afawarq Walda Samayat,1,-1.040837808417540,-1.040837808417540
Afonso I of Portugal,1,0.9452368062287740,0.9452368062287740
"Afonso I, Duke of Braganza",1,0.9420719459211170,0.9420719459211170
Afonso Pereira de Lacerda,1,0.951566843330118,0.951566843330118
Afonso V of Portugal,2,0.856539749057711,0.4282698745288560
African Union Mission to Somalia,1,0.9573582212070990,0.9573582212070990
Afzal Rahman Khan,1,0.021404420747438900,0.021404420747438900
Agathocles,1,-1.0484331566698800,-1.0484331566698800
Agesilaus II,1,0.9468192363826020,0.9468192363826020
Agha Mohammad Khan Qajar,2,0.9150015963279180,0.4575007981639590
Agim Çeku,1,0.9484016665364310,0.9484016665364310
Agis II,1,0.9192250733277800,0.9192250733277800
Agis III,1,-1.021808727652790,-1.021808727652790
Agostino Barbarigo (admiral),1,0.9120541847776200,0.9120541847776200
Agustín Jerónimo de Iturbide y Huarte,1,-1.046218070940550,-1.046218070940550
Ahab,1,0.09243041832705500,0.09243041832705500
Ahmad Ismail Ali,2,0.19748972106632400,0.09874486053316220
Ahmad Shah Durrani,2,1.463955399313270,0.7319776996566360
Ahmad Shirazi,1,-1.064257774694200,-1.064257774694200
Ahmad Zeidan,1,-1.0705874953095100,-1.0705874953095100
Ahmad al-Mansur,1,0.9768854093053400,0.9768854093053400
Ahmad ibn Ibrahim al-Ghazi,7,0.6885755319989860,0.09836793314271230
Ahmed Abdi Godane,1,-1.0515983334635700,-1.0515983334635700
Ahmed Ali al-Mwawi,1,-1.029824094546890,-1.029824094546890
Ahmed Haji Hassan,1,-1.023684265550040,-1.023684265550040
Ahmed Hifzi Pasha,2,-0.13926254375756900,-0.06963127187878450
Ahmed Jabari,1,-1.038938892232940,-1.038938892232940
Ahmed Khan bin Küchük,1,-1.0484331566698800,-1.0484331566698800
Ahmed Muhtar Pasha,5,-3.174122869164950,-0.6348245738329890
Ahmed Rifai al-Joju,3,0.8549214372398280,0.28497381241327600
Ahmed Saleh,1,-0.04843378964194360,-0.04843378964194360
Ahmed Tabouk,1,-1.0481169871251500,-1.0481169871251500
Ahmed ‘Urabi,1,-1.0458731385100100,-1.0458731385100100
Ahmet Lepenica,1,0.9476104514595160,0.9476104514595160
Ahn Wi,1,0.9534363493557160,0.9534363493557160
Aimable Pélissier,1,0.8961814714600960,0.8961814714600960
Aimery IV of Narbonne,1,0.9321656466261840,0.9321656466261840
Aimery of Cyprus,1,-1.065357778550080,-1.065357778550080
Air Headquarters (Pakistan Air Force),1,-0.932916071926446,-0.932916071926446
Air chief marshal,3,1.5040800839134100,0.5013600279711350
Air marshal,3,0.030560294742110200,0.010186764914036700
Air vice-marshal,1,-0.932916071926446,-0.932916071926446
Aisha,1,-1.038938892232940,-1.038938892232940
Aju,1,1.7023776343934300,1.7023776343934300
Akbar,2,1.7205008248440100,0.8602504124220050
Akbar Hashemi Rafsanjani,2,-1.257797171324990,-0.6288985856624960
Akechi Mitsuhide,3,-1.143085017252380,-0.3810283390841260
Akechi Shigetomo,1,-1.0525477915558700,-1.0525477915558700
Akhmed Zakayev,1,-1.0459807064174800,-1.0459807064174800
Akhtar Hussain Malik,1,0.021404420747438900,0.021404420747438900
Akhtar Mohammad Osmani,2,-2.0962336577642600,-1.0481168288821300
Akram al-Kabi,1,-0.043369696663662200,-0.043369696663662200
Al Qama,1,-0.9892505854027340,-0.9892505854027340
Al-Adil I,4,-1.0529742649648300,-0.2632435662412070
Al-Afdal Shahanshah,3,-1.1247285109819400,-0.3749095036606470
Al-Afdal ibn Salah ad-Din,2,0.030600268054839000,0.015300134027419500
Al-Ashraf Khalil,1,0.8819396000756410,0.8819396000756410
"Al-Ashraf Musa, Sultan of Egypt",1,-1.0326091716176300,-1.0326091716176300
Al-Ashraf Qansuh Al-Ghuri,1,-1.0231145906946600,-1.0231145906946600
Al-Dahhak ibn Qays al-Fihri,1,-0.5917954131802180,-0.5917954131802180
Al-Harith ibn Jabalah,1,-1.1039183258369200,-1.1039183258369200
Al-Harith ibn Surayj,1,-1.0471675290328500,-1.0471675290328500
Al-Hurr ibn Yazid al Tamimi,1,0.9461862643210710,0.9461862643210710
Al-Husayn ibn Rabah,1,-1.0419610106156600,-1.0419610106156600
Al-Husayn ibn Zikrawayh,1,-0.9977612040884850,-0.9977612040884850
Al-Jarrah ibn Abdallah,1,0.951566843330118,0.951566843330118
Al-Malik ibn Shu'aib,1,-1.054763193771230,-1.054763193771230
Al-Mansur Ibrahim,1,-1.0449521268174900,-1.0449521268174900
Al-Mansur Qalawun,1,0.951566843330118,0.951566843330118
Al-Mu'tadid,1,-1.0471675290328500,-1.0471675290328500
Al-Mu'tamid ibn Abbad,1,0.951566843330118,0.951566843330118
Al-Muazzam Turanshah,1,0.9515662103580560,0.9515662103580560
Al-Mundhir III ibn al-Nu'man,1,1.1545167757221700,1.1545167757221700
Al-Musta'sim,1,-1.0326091716176300,-1.0326091716176300
Al-Muzaffar Umar,3,-0.010870512424229300,-0.0036235041414097600
Al-Nu'man ibn Muqrin,1,0.9420719459211170,0.9420719459211170
Al-Qaqa ibn Amr al-Tamimi,2,1.9039242687650900,0.9519621343825440
Al-Qassim Region,1,-1.0522313055251000,-1.0522313055251000
Al-Saadi Gaddafi,2,-2.0937017695181400,-1.0468508847590700
Al-Walid ibn Uqba,1,-1.038938892232940,-1.038938892232940
Alaal-Din,1,-1.0224059905818400,-1.0224059905818400
"Alan IV, Duke of Brittany",1,0.951566843330118,0.951566843330118
Alan Rufus,1,0.9485599095518130,0.9485599095518130
Alaric I,1,0.9373246554596320,0.9373246554596320
Alasdair Mac Colla,6,3.6946611870160000,0.6157768645026660
Alatheus,1,0.9679446789362100,0.9679446789362100
Alberic I of Spoleto,1,0.9515662103580560,0.9515662103580560
Alberico Albricci,1,0.9515662103580560,0.9515662103580560
Alberico Novello da Barbiano,1,-0.9612301592904290,-0.9612301592904290
Alberico da Barbiano,1,0.9515662103580560,0.9515662103580560
"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",1,0.9572632753978690,0.9572632753978690
"Albert Casimir, Duke of Teschen",1,-1.0461083906366800,-1.0461083906366800
Albert G. Jenkins,1,-1.0476739066820800,-1.0476739066820800
Albert G. Noble,1,0.8145280755225550,0.8145280755225550
Albert H. Rooks,1,-1.0488649706586000,-1.0488649706586000
Albert I of Belgium,3,-1.5080892679446800,-0.5026964226482270
Albert Kesselring,4,-2.6721541244750300,-0.6680385311187570
Albert Mandler,2,-0.18044852528082900,-0.09022426264041430
Albert Okonkwo,1,-1.046218070940550,-1.046218070940550
Albert Rust,1,-1.0468510430020800,-1.0468510430020800
Albert Sidney Johnston,1,-1.03566800910498,-1.03566800910498
"Albert VII, Archduke of Austria",1,-1.0341475591586700,-1.0341475591586700
Albert of Saxony,2,1.9031324207161100,0.9515662103580560
Albert of Schwarzburg,1,0.947107719316356,0.947107719316356
"Albrecht, Duke of Württemberg",4,1.6585009189184200,0.41462522972960500
Alcibiades,1,0.9391969317671560,0.9391969317671560
Aleksander Józef Lisowski,1,-1.0531807636174000,-1.0531807636174000
Aleksandr Cherepanov (general),1,-1.0009605685410600,-1.0009605685410600
Aleksandr Vasilevsky,5,3.4763026233726200,0.6952605246745230
Aleksei Brusilov,2,0.733152574506395,0.3665762872531980
Aleksey Golokhvastov,1,0.9523260933179250,0.9523260933179250
Aleksey Greig,1,0.9501282018351420,0.9501282018351420
Aleksey Kuropatkin,4,-2.9045743407676300,-0.7261435851919090
Aleksey Petrovich Yermolov,1,0.9408060017980550,0.9408060017980550
Aleppo,1,0.951566843330118,0.951566843330118
"Alessandro, Marquis de Maffei",1,-1.0449023429734500,-1.0449023429734500
Alexander Andreyevich Baranov,1,0.9519027492174670,0.9519027492174670
Alexander Cochrane,2,-2.087978475496440,-1.0439892377482200
"Alexander Cunningham, 1st Earl of Glencairn",1,-1.0579280540788800,-1.0579280540788800
Alexander Danilovich Menshikov,3,0.01716959845041170,0.0057231994834705500
Alexander Dickson (American War of Independence),1,-1.0482594058389900,-1.0482594058389900
"Alexander Farnese, Duke of Parma",2,-0.07231372962636870,-0.036156864813184400
Alexander Fok,2,-2.0944616524780100,-1.0472308262390000
Alexander Godley,3,-1.149117557484800,-0.3830391858282680
Alexander Gorbatyi-Shuisky,1,0.9515662103580560,0.9515662103580560
Alexander Hamilton,2,1.892831862268070,0.9464159311340350
"Alexander Home, 1st Lord Home",1,0.9572632753978690,0.9572632753978690
"Alexander Home, 3rd Lord Home",1,-1.0373564620791100,-1.0373564620791100
Alexander I of Russia,4,0.0301632162668497,0.007540804066712430
Alexander I of Yugoslavia,2,1.9235881951554700,0.9617940975777340
Alexander II of Russia,1,0.9104233428445510,0.9104233428445510
Alexander Imerentinsky,1,0.9443813444876140,0.9443813444876140
Alexander Ivanovich Ostermann-Tolstoy,2,-0.07281432445966600,-0.03640716222983300
Alexander Korsakov,1,-1.0243805348177200,-1.0243805348177200
Alexander Leslie (British Army officer),3,-0.14725643242230900,-0.049085477474103000
"Alexander Leslie, 1st Earl of Leven",2,1.7191910975426500,0.8595955487713240
Alexander Lillington,1,0.9512342165117830,0.9512342165117830
"Alexander Lindsay, 1st Earl of Balcarres",1,-1.0422193692502300,-1.0422193692502300
Alexander Löhr,2,-0.12210887831661300,-0.06105443915830640
Alexander Macomb (general),1,0.9484768193269600,0.9484768193269600
Alexander Madiebo,1,-1.0484331566698800,-1.0484331566698800
Alexander McDougall,1,-1.0494145798512900,-1.0494145798512900
Alexander McDowell McCook,1,0.9485282609487370,0.9485282609487370
Alexander McKee,1,0.9516772969548550,0.9516772969548550
Alexander Murray (1816–1884),1,0.9373246554596320,0.9373246554596320
Alexander Nevsky,1,0.9468192363826020,0.9468192363826020
Alexander Papagos,1,-0.8642100294814450,-0.8642100294814450
Alexander Patch,2,1.7015843052575900,0.8507921526287930
Alexander Posey (general),1,0.9519779586840830,0.9519779586840830
Alexander R. Thompson,1,-1.048781607789760,-1.048781607789760
Alexander Samsonov,2,0.03669015867128410,0.018345079335642100
Alexander Sergeyevich Menshikov,2,-2.0433464496773700,-1.0216732248386800
Alexander Spence (soldier),1,-1.0493987555497500,-1.0493987555497500
Alexander Stewart (British Army officer),1,0.9521994989056190,0.9521994989056190
"Alexander Stewart, 4th High Steward of Scotland",1,-0.04843315666988210,-0.04843315666988210
"Alexander Stewart, Duke of Albany",1,-1.053507229377870,-1.053507229377870
"Alexander Stewart, Earl of Mar",2,-1.0968669463118300,-0.5484334731559130
Alexander Suvorov,4,3.79043403995014,0.947608509987535
Alexander Thorneycroft,1,-1.0534510202818800,-1.0534510202818800
Alexander Vandegrift,1,0.9325773649981480,0.9325773649981480
Alexander William Doniphan,1,0.9512690299751680,0.9512690299751680
Alexander Yegorov (military),1,-1.009822177402500,-1.009822177402500
Alexander of Battenberg,1,0.941438973859586,0.941438973859586
Alexander of Dorpat,1,-0.03973010730985710,-0.03973010730985710
Alexander the Great,9,8.254001204380840,0.9171112449312040
Alexander von Arentschildt (Hannover),1,0.9575797614286350,0.9575797614286350
Alexander von Kluck,4,0.2762481795493890,0.06906204488734710
Alexander von Krobatin,1,-0.6932447616334710,-0.6932447616334710
Alexander von Linsingen,2,1.054887388584480,0.5274436942922390
"Alexander, 2nd Lord Forbes of Pitsligo",1,-1.0481486357282200,-1.0481486357282200
"Alexandre Maître, Marquis de Bay",1,-1.054763193771230,-1.054763193771230
Alexei Evert,2,1.6499442290756400,0.8249721145378220
Alexei Grigoryevich Orlov,1,0.9485460443253020,0.9485460443253020
Alexei Vinogradov,1,-1.0326091716176300,-1.0326091716176300
Alexey Kaledin,1,0.161369284581103,0.161369284581103
Alexios Doukas Philanthropenos,1,0.9422174142859410,0.9422174142859410
Alexios I Komnenos,3,0.8244751645941410,0.2748250548647140
Alexios Kaballarios,1,-1.0579280540788800,-1.0579280540788800
Alexios Strategopoulos,1,-1.0484337896419400,-1.0484337896419400
Alfonso Carrillo de Acuña,1,-0.08553219686340630,-0.08553219686340630
Alfonso Ferrero La Marmora,1,-1.0690050651556800,-1.0690050651556800
"Alfonso I d'Este, Duke of Ferrara",2,1.8958535584945300,0.9479267792472670
Alfonso II of Naples,1,-0.04843315666988210,-0.04843315666988210
Alfonso V of Aragon,1,-1.0429387444489500,-1.0429387444489500
Alfonso VI of León and Castile,1,-1.0484337896419400,-1.0484337896419400
Alfonso VIII of Castile,2,-0.10098158119781000,-0.05049079059890500
Alfonso d'Avalos,1,-1.0352032852590800,-1.0352032852590800
Alfred Booker,1,-1.048164460029760,-1.048164460029760
Alfred E. Jackson,1,0.9516614726533170,0.9516614726533170
Alfred Fletcher,1,-1.0429417766227000,-1.0429417766227000
"Alfred I, Prince of Windisch-Grätz",2,-0.07359811938387930,-0.03679905969193960
Alfred Pleasonton,7,1.6488749720752700,0.23555356743932400
Alfred Sully,2,1.9020570011835700,0.9510285005917860
Alfred Terry,2,-0.10825794129807500,-0.05412897064903770
Alfred Thomas Archimedes Torbert,2,1.90113887520832,0.95056943760416
Alfred the Great,1,0.9515662103580560,0.9515662103580560
Alfredo M. Santos,3,0.762836865878447,0.2542789552928160
Algirdas,1,0.9444455911518600,0.9444455911518600
Ali,4,2.797879293072300,0.6994698232680750
Ali Abdullah Saleh,1,-0.04843378964194360,-0.04843378964194360
Ali Abu Hassun,1,-1.0484337896419400,-1.0484337896419400
Ali Adil Shah I,1,0.6195206419565330,0.6195206419565330
Ali Aslan,1,-0.7925051107416990,-0.7925051107416990
Ali Barid Shah I,1,0.6195206419565330,0.6195206419565330
Ali Daya,1,-1.064257774694200,-1.064257774694200
Ali Dhere,1,-1.0515983334635700,-1.0515983334635700
Ali Ghaidan Majid,1,-0.05792805407888270,-0.05792805407888270
Ali Hassan al-Majid,3,-2.0816315209673300,-0.6938771736557760
Ali Hussein,1,-1.023684265550040,-1.023684265550040
Ali II of Yejju,1,0.9420719459211170,0.9420719459211170
Ali Ismail,1,-1.023684265550040,-1.023684265550040
Ali Jan Aurakzai,1,0.9493511246287280,0.9493511246287280
Ali Khamenei,1,-0.21300328752288300,-0.21300328752288300
Ali Mohamed Hussein,1,-1.0515983334635700,-1.0515983334635700
Ali Mohsen al-Ahmar,1,-0.03973010730985710,-0.03973010730985710
Ali Sayad Shirazi,3,2.095770867279710,0.698590289093236
Ali of Hejaz,1,-1.046467864805900,-1.046467864805900
Ali İhsan Sâbis,1,0.9683115503364770,0.9683115503364770
Alija Izetbegović,1,-0.0705874953095092,-0.0705874953095092
Aliya Rama Raya,1,-0.9003486753005060,-0.9003486753005060
Allan Maclean of Torloisk,1,0.9521362016994650,0.9521362016994650
Allen Dulles,1,-1.0483978625831900,-1.0483978625831900
Allen H. Turnage,1,0.932766940130576,0.932766940130576
Alligator (Seminole),1,0.9516931212563940,0.9516931212563940
Alonso Peralta,1,-1.043686182694430,-1.043686182694430
"Alonso Pérez de Guzmán, 7th Duke of Medina Sidonia",2,-2.0855044513851400,-1.0427522256925700
Alonso de Alvarado,1,0.9515443728219340,0.9515443728219340
Alonso de Bazán,1,-1.0557692033455200,-1.0557692033455200
Alp Arslan,1,0.9594786776132290,0.9594786776132290
Alphonse Jacques de Dixmude,1,0.93384330912121,0.93384330912121
Alphonse Joseph Georges,1,-0.8565139756327840,-0.8565139756327840
"Alphonse, Count of Poitiers",1,0.9514399324317810,0.9514399324317810
Alvan Cullem Gillem,1,-1.0484337896419400,-1.0484337896419400
Alvin Spoor,1,0.9895448505359670,0.9895448505359670
Amakasu Kagemochi,1,-0.04273672460213090,-0.04273672460213090
Amalric of Jerusalem,1,-0.05222864280993300,-0.05222864280993300
"Amalric, Lord of Tyre",1,-1.0318909469446000,-1.0318909469446000
Amangkurat II of Mataram,1,-1.0484331566698800,-1.0484331566698800
Amari Torayasu,1,-1.0486550133774500,-1.0486550133774500
"Ambrogio Spinola, 1st Marquis of the Balbases",2,1.9040825117804700,0.9520412558902360
Ambrose Burnside,6,1.650434161301750,0.2750723602169580
Ambrose R. Wright,1,0.9518830128748530,0.9518830128748530
Ambrosio Boccanegra,1,0.9561691668727130,0.9561691668727130
Ambrosius Aurelianus,1,-0.04843378964194360,-0.04843378964194360
American Civil War,1,0.9452368062287740,0.9452368062287740
American Horse (elder),1,-1.0486550133774500,-1.0486550133774500
Amin al-Husseini,1,-1.029824094546890,-1.029824094546890
Amir Abdullah Khan Niazi,1,-0.932916071926446,-0.932916071926446
Amir Drori,3,-1.145634628716230,-0.38187820957207600
Amir Husain Al-Kurdi,1,-1.0467074831451800,-1.0467074831451800
Amir Nasir Khan Talpur,1,-1.038938892232940,-1.038938892232940
Ammar ibn Yasir,1,0.9452368062287740,0.9452368062287740
Ammatas,1,-1.0449521268174900,-1.0449521268174900
Amon B. King,1,-1.0483866332233600,-1.0483866332233600
Ampud,1,-1.058719269155800,-1.058719269155800
Amr ibn Hishām,1,-1.0453929830668300,-1.0453929830668300
Amrik Singh,1,-1.0483701759497600,-1.0483701759497600
Amru bin Ma'adi Yakrib,2,1.8991769783036000,0.9495884891518020
Amun-her-khepeshef,1,0.8992042240453510,0.8992042240453510
Amédée Courbet,1,0.9534363493557160,0.9534363493557160
Amédée Emmanuel François Laharpe,1,0.9493742393118700,0.9493742393118700
Amédée de Failly,1,0.9218168399521150,0.9218168399521150
An-Nasir Dawud,1,-1.0449521268174900,-1.0449521268174900
Anarawd ap Rhodri,1,0.9515662103580560,0.9515662103580560
Anastasios Papoulas,3,-2.0432112672217000,-0.6810704224072340
Anatoly Khrulyov,1,0.9547313871517440,0.9547313871517440
Anatoly Kvashnin,2,1.8683195903039500,0.9341597951519760
Anatoly Stessel,3,-3.1455141514736700,-1.048504717157890
Anayama Nobutada,1,-1.0531807636174000,-1.0531807636174000
Andarzaghar,1,-1.0357740319252900,-1.0357740319252900
Anders Sinclair,1,-1.0486233647743700,-1.0486233647743700
Andranik,1,0.9515662103580560,0.9515662103580560
Andrea Dandolo (admiral),1,-1.0347693855709300,-1.0347693855709300
Andrea Doria,4,-4.2571667958000700,-1.0642916989500200
Andrea Gritti,1,0.9563138173055720,0.9563138173055720
